Age,Birthplace,Degree,GADT_Cat,GAD_T,Game,Gender,Hours,League_clean,Narcissism,Narcissism_Cat,Platform,Playstyle_clean,Residence,SPINT_Cat,SPIN_T,SWLT_Cat,SWL_T,Work,earnings_clean,whyplay_clean
25,Brazil,Bachelor (or equivalent),minimal anxiety,2,League of Legends,Male,15.0,gold,3.0,Moderately True of me,PC,Multiplayer - online - with strangers,Brazil,Mild,25.0,Extremely dissatisfied,8,Student at college / university,Fun,improving
24,Austria,Bachelor (or equivalent),minimal anxiety,0,League of Legends,Male,21.0,platinum,1.0,Not Very True of me,PC,Multiplayer - online - with strangers,Austria,None,0.0,Extremely dissatisfied,5,Employed,Earning while playing,fun
20,USA,High school diploma (or equivalent),minimal anxiety,3,League of Legends,Male,20.0,silver,2.0,Somewhat True of me,PC,Multiplayer - online - with strangers,USA,None,16.0,Satisfied,30,Student at college / university,Fun,fun
18,UK,High school diploma (or equivalent),mild anxiety,5,League of Legends,Male,20.0,gold,4.0,Mostly True of me,PC,Multiplayer - online - with online acquaintances or teammates,UK,Severe,43.0,Slightly dissatisfied,17,Student at college / university,Fun,winning
22,Tunisia,Bachelor (or equivalent),mild anxiety,5,League of Legends,Male,18.0,gold,2.0,Somewhat True of me,PC,Multiplayer - online - with real life friends,Tunisia,Mild,29.0,Slightly dissatisfied,15,Student at college / university,Fun,fun
19,Germany,High school diploma (or equivalent),minimal anxiety,0,League of Legends,Male,35.0,diamond,3.0,Moderately True of me,PC,Multiplayer - online - with real life friends,Germany,None,5.0,Slightly dissatisfied,17,Student at college / university,Earning while playing,fun
25,Brazil,Bachelor (or equivalent),minimal anxiety,4,League of Legends,Male,15.0,gold,2.0,Somewhat True of me,PC,Multiplayer - online - with real life friends,Brazil,None,0.0,Neutral,20,Student at college / university,Earning while playing,improving
18,UK,High school diploma (or equivalent),minimal anxiety,4,League of Legends,Male,20.0,silver,1.0,Not Very True of me,PC,Multiplayer - online - with real life friends,UK,None,6.0,Extremely satisfied,31,Student at college / university,Fun,fun
23,USA,High school diploma (or equivalent),minimal anxiety,0,League of Legends,Male,18.0,unranked,2.0,Somewhat True of me,PC,Multiplayer - online - with strangers,USA,None,0.0,dissatisfied,13,Employed,Fun,improving
20,Switzerland,High school diploma (or equivalent),minimal anxiety,2,League of Legends,Male,15.0,diamond,3.0,Moderately True of me,PC,Multiplayer - online - with online acquaintances or teammates,Switzerland,None,15.0,dissatisfied,14,Student at college / university,Earning while playing,winning
18,Israel,High school diploma (or equivalent),minimal anxiety,2,League of Legends,Male,20.0,unranked,1.0,Not Very True of me,PC,Multiplayer - online - with strangers,Israel,None,11.0,Slightly satisfied,21,Unemployed / between jobs,Fun,winning
19,UK,High school diploma (or equivalent),minimal anxiety,0,League of Legends,Male,7.0,diamond,2.0,Somewhat True of me,PC,Multiplayer - online - with real life friends,UK,None,8.0,Satisfied,28,Student at college / university,Fun,fun
31,Hong Kong,Bachelor (or equivalent),minimal anxiety,0,League of Legends,Male,15.0,diamond,1.0,Not Very True of me,PC,Multiplayer - online - with real life friends,Canada,None,7.0,Slightly dissatisfied,15,Employed,Fun,fun
18,Denmark,High school diploma (or equivalent),mild anxiety,6,League of Legends,Male,20.0,diamond,3.0,Moderately True of me,PC,Multiplayer - online - with real life friends,Denmark,None,9.0,Slightly satisfied,25,Student at college / university,Earning while playing,fun
19,Australia,High school diploma (or equivalent),moderate anxiety,13,League of Legends,Female,45.0,silver,1.0,Not Very True of me,PC,Multiplayer - online - with online acquaintances or teammates,Australia,Moderate,34.0,Slightly dissatisfied,17,Student at college / university,Fun,winning
18,Germany,None,moderate anxiety,12,League of Legends,Male,45.0,gold,2.0,Somewhat True of me,PC,Multiplayer - online - with real life friends,Germany,Mild,26.0,Extremely dissatisfied,7,Student at school,Fun,improving
21,USA,Bachelor (or equivalent),severe anxiety,21,League of Legends,Male,40.0,platinum,5.0,Very True of me,PC,Multiplayer - online - with real life friends,USA,Severe,41.0,Slightly dissatisfied,17,Student at college / university,Earning while playing,winning
22,USA,Bachelor (or equivalent),severe anxiety,18,League of Legends,Male,30.0,unranked,1.0,Not Very True of me,PC,Multiplayer - online - with strangers,Qatar,Severe,43.0,Slightly satisfied,23,Student at college / university,Fun,improving
22,Ukraine,High school diploma (or equivalent),minimal anxiety,4,League of Legends,Female,10.0,gold,1.0,Not Very True of me,PC,Multiplayer - online - with real life friends,Ukraine,Moderate,40.0,Satisfied,27,Student at college / university,Fun,improving
19,Brazil,High school diploma (or equivalent),mild anxiety,5,League of Legends,Male,24.0,silver,5.0,Very True of me,PC,Multiplayer - online - with real life friends,Brazil,Moderate,32.0,Satisfied,26,Student at college / university,Fun,fun
22,UK,Bachelor (or equivalent),severe anxiety,20,League of Legends,Male,20.0,platinum,1.0,Not Very True of me,PC,Multiplayer - online - with real life friends,UK,Very Severe,57.0,dissatisfied,13,Student at college / university,Fun,relaxing
18,Germany,None,mild anxiety,7,League of Legends,Male,25.0,platinum,2.0,Somewhat True of me,PC,Multiplayer - online - with online acquaintances or teammates,Germany,Mild,22.0,Slightly dissatisfied,17,Student at school,Fun,winning
21,Italy,High school diploma (or equivalent),minimal anxiety,1,League of Legends,Male,28.0,gold,2.0,Somewhat True of me,PC,Multiplayer - online - with real life friends,Italy,Moderate,35.0,Slightly dissatisfied,15,Unemployed / between jobs,Fun,improving
18,Mexico,High school diploma (or equivalent),mild anxiety,8,League of Legends,Male,15.0,gold,1.0,Not Very True of me,PC,Multiplayer - online - with strangers,USA,None,12.0,dissatisfied,11,Student at school,Fun,improving
21,USA,High school diploma (or equivalent),minimal anxiety,0,League of Legends,Male,10.0,silver,1.0,Not Very True of me,PC,Multiplayer - online - with real life friends,USA,Very Severe,63.0,Neutral,20,Student at college / university,Fun,fun
20,USA,High school diploma (or equivalent),minimal anxiety,0,League of Legends,Male,50.0,gold,1.0,Not Very True of me,PC,Multiplayer - online - with real life friends,USA,None,10.0,Slightly dissatisfied,18,Student at college / university,Fun,fun
19,Hungary,High school diploma (or equivalent),minimal anxiety,1,League of Legends,Male,14.0,gold,1.0,Not Very True of me,PC,Multiplayer - online - with real life friends,Sweden,Mild,22.0,Slightly satisfied,23,Student at college / university,Fun,improving
18,USA,None,mild anxiety,6,League of Legends,Male,20.0,unranked,1.0,Not Very True of me,PC,Multiplayer - online - with real life friends,USA,Moderate,31.0,Extremely satisfied,32,Student at school,Fun,fun
20,Bulgaria,High school diploma (or equivalent),minimal anxiety,2,League of Legends,Male,20.0,gold,1.0,Not Very True of me,PC,Multiplayer - online - with real life friends,Bulgaria,None,20.0,Slightly satisfied,23,Student at college / university,Fun,fun
18,USA,High school diploma (or equivalent),severe anxiety,18,League of Legends,Female,10.0,silver,1.0,Not Very True of me,PC,Multiplayer - online - with online acquaintances or teammates,USA,Very Severe,60.0,Extremely satisfied,33,Student at school,Fun,fun
19,USA,High school diploma (or equivalent),minimal anxiety,0,League of Legends,Male,40.0,gold,4.0,Mostly True of me,PC,Multiplayer - online - with online acquaintances or teammates,USA,None,20.0,Extremely dissatisfied,9,Unemployed / between jobs,Fun,relaxing
20,France,Master (or equivalent),minimal anxiety,2,League of Legends,Male,25.0,diamond,2.0,Somewhat True of me,PC,Multiplayer - online - with real life friends,France,None,15.0,Satisfied,30,Student at college / university,Earning while playing,fun
18,USA,High school diploma (or equivalent),severe anxiety,16,League of Legends,Male,35.0,silver,3.0,Moderately True of me,PC,Multiplayer - online - with online acquaintances or teammates,USA,Moderate,32.0,Slightly satisfied,21,Student at school,Fun,relaxing
18,Netherlands,High school diploma (or equivalent),mild anxiety,8,League of Legends,Male,8.0,silver,1.0,Not Very True of me,PC,Multiplayer - online - with real life friends,Netherlands,None,10.0,Slightly satisfied,21,Student at college / university,Fun,winning
23,Finland,High school diploma (or equivalent),minimal anxiety,0,League of Legends,Male,10.0,silver,1.0,Not Very True of me,PC,Multiplayer - online - with real life friends,Finland,None,4.0,Satisfied,28,Student at college / university,Fun,fun
23,Germany,Bachelor (or equivalent),mild anxiety,8,League of Legends,Male,20.0,gold,2.0,Somewhat True of me,PC,Multiplayer - online - with strangers,Germany,Moderate,33.0,Slightly dissatisfied,18,Student at college / university,Fun,improving
18,Germany,High school diploma (or equivalent),minimal anxiety,4,League of Legends,Male,20.0,platinum,3.0,Moderately True of me,PC,Multiplayer - online - with real life friends,Germany,None,8.0,Extremely satisfied,31,Student at school,Fun,winning
19,Spain,High school diploma (or equivalent),mild anxiety,9,League of Legends,Male,48.0,diamond,1.0,Not Very True of me,PC,Multiplayer - online - with strangers,Spain,Severe,49.0,Slightly satisfied,21,Student at college / university,Fun,improving
23,USA,High school diploma (or equivalent),moderate anxiety,12,League of Legends,Male,10.0,unranked,2.0,Somewhat True of me,PC,Multiplayer - online - with strangers,USA,Very Severe,53.0,dissatisfied,10,Student at school,Fun,fun
19,Italy,High school diploma (or equivalent),moderate anxiety,13,League of Legends,Male,30.0,diamond,1.0,Not Very True of me,PC,Multiplayer - online - with online acquaintances or teammates,Italy,Moderate,37.0,Satisfied,27,Student at college / university,Earning while playing,improving
22,Denmark,High school diploma (or equivalent),minimal anxiety,0,League of Legends,Male,15.0,platinum,1.0,Not Very True of me,PC,Multiplayer - online - with strangers,Denmark,None,20.0,Satisfied,26,Student at college / university,Fun,fun
23,Argentina,Bachelor (or equivalent),minimal anxiety,0,League of Legends,Male,22.0,gold,2.0,Somewhat True of me,PC,Multiplayer - online - with real life friends,Argentina,None,11.0,Slightly satisfied,22,Employed,Fun,all
28,Belgium,Master (or equivalent),minimal anxiety,4,League of Legends,Male,20.0,silver,2.0,Somewhat True of me,PC,Multiplayer - online - with strangers,Spain,None,4.0,Slightly satisfied,25,Employed,Fun,winning
18,Germany,High school diploma (or equivalent),minimal anxiety,4,League of Legends,Male,10.0,diamond,2.0,Somewhat True of me,PC,Multiplayer - online - with online acquaintances or teammates,Germany,Moderate,32.0,Slightly dissatisfied,16,Unemployed / between jobs,Fun,improving
24,Unknown,Master (or equivalent),minimal anxiety,3,League of Legends,Male,25.0,diamond,1.0,Not Very True of me,PC,Multiplayer - online - with real life friends,Ukraine,None,14.0,Slightly satisfied,22,Employed,Fun,winning
24,South Africa,High school diploma (or equivalent),mild anxiety,8,League of Legends,Male,14.0,platinum,1.0,Not Very True of me,PC,Multiplayer - online - with real life friends,South Africa,Mild,21.0,Slightly dissatisfied,17,Unemployed / between jobs,Fun,improving
18,India,High school diploma (or equivalent),minimal anxiety,3,League of Legends,Male,15.0,silver,5.0,Very True of me,PC,Multiplayer - online - with real life friends,USA,None,4.0,Extremely dissatisfied,9,Student at school,Fun,fun
18,Germany,High school diploma (or equivalent),minimal anxiety,1,League of Legends,Male,49.0,diamond,3.0,Moderately True of me,PC,Multiplayer - online - with online acquaintances or teammates,Germany,None,11.0,Slightly satisfied,21,Student at college / university,Earning while playing,improving
19,Spain,High school diploma (or equivalent),minimal anxiety,0,League of Legends,Male,30.0,diamond,2.0,Somewhat True of me,PC,Multiplayer - online - with online acquaintances or teammates,Spain,None,4.0,Slightly dissatisfied,16,Student at college / university,Fun,improving
24,Russia,Master (or equivalent),mild anxiety,5,League of Legends,Male,14.0,platinum,1.0,Not Very True of me,PC,Multiplayer - online - with strangers,Russia,None,17.0,Slightly dissatisfied,16,Employed,Fun,winning
18,USA,High school diploma (or equivalent),minimal anxiety,2,League of Legends,Male,45.0,diamond,5.0,Very True of me,PC,Multiplayer - online - with online acquaintances or teammates,USA,Severe,45.0,Slightly satisfied,22,Student at college / university,Earning while playing,fun
18,Germany,None,minimal anxiety,4,League of Legends,Male,42.0,silver,4.0,Mostly True of me,PC,Multiplayer - online - with real life friends,Germany,None,8.0,Extremely satisfied,31,Student at school,Fun,winning
30,Belgium,Master (or equivalent),minimal anxiety,0,League of Legends,Male,12.0,unranked,1.0,Not Very True of me,PC,Multiplayer - online - with online acquaintances or teammates,Belgium,None,9.0,Satisfied,30,Employed,Fun,fun
20,France,High school diploma (or equivalent),minimal anxiety,2,League of Legends,Male,25.0,platinum,1.0,Not Very True of me,PC,Multiplayer - online - with real life friends,France,None,13.0,Slightly satisfied,21,Student at college / university,Fun,improving
25,UK,Bachelor (or equivalent),minimal anxiety,2,League of Legends,Male,20.0,silver,2.0,Somewhat True of me,PC,Multiplayer - online - with real life friends,UK,Mild,21.0,dissatisfied,13,Unemployed / between jobs,Fun,improving
23,Denmark,Bachelor (or equivalent),mild anxiety,7,League of Legends,Male,10.0,platinum,1.0,Not Very True of me,PC,Multiplayer - online - with real life friends,Denmark,None,18.0,Slightly satisfied,22,Employed,Fun,fun
28,Brazil,Bachelor (or equivalent),moderate anxiety,11,League of Legends,Male,30.0,platinum,3.0,Moderately True of me,PC,Multiplayer - online - with strangers,Brazil,None,20.0,dissatisfied,13,Employed,Fun,improving
21,Canada,High school diploma (or equivalent),minimal anxiety,2,League of Legends,Male,12.0,unranked,2.0,Somewhat True of me,PC,Multiplayer - online - with real life friends,Canada,None,4.0,Slightly satisfied,21,Student at college / university,Fun,fun
18,Poland,None,minimal anxiety,2,League of Legends,Male,16.0,diamond,2.0,Somewhat True of me,PC,Multiplayer - online - with real life friends,Poland,Mild,21.0,Slightly dissatisfied,17,Student at school,Fun,fun
18,USA,High school diploma (or equivalent),minimal anxiety,1,League of Legends,Male,6.0,gold,1.0,Not Very True of me,PC,Multiplayer - online - with online acquaintances or teammates,USA,None,15.0,Satisfied,30,Student at college / university,Fun,fun
25,UK,High school diploma (or equivalent),mild anxiety,9,League of Legends,Male,35.0,silver,1.0,Not Very True of me,PC,Multiplayer - online - with real life friends,Malaysia,None,18.0,Slightly dissatisfied,16,Unemployed / between jobs,Fun,fun
23,Germany,Bachelor (or equivalent),mild anxiety,5,League of Legends,Male,30.0,platinum,3.0,Moderately True of me,PC,Multiplayer - online - with real life friends,Germany,Mild,23.0,Slightly satisfied,25,Student at college / university,Fun,winning
23,Germany,Master (or equivalent),moderate anxiety,13,League of Legends,Female,30.0,gold,2.0,Somewhat True of me,PC,Multiplayer - online - with online acquaintances or teammates,Germany,Very Severe,67.0,dissatisfied,12,Student at college / university,Earning while playing,improving
28,Spain,Bachelor (or equivalent),mild anxiety,8,League of Legends,Male,22.0,gold,1.0,Not Very True of me,PC,Multiplayer - online - with real life friends,Spain,None,14.0,dissatisfied,13,Employed,Fun,fun
20,Finland,High school diploma (or equivalent),minimal anxiety,0,League of Legends,Male,21.0,unranked,2.0,Somewhat True of me,PC,Multiplayer - online - with real life friends,Finland,None,7.0,Slightly dissatisfied,17,Student at college / university,Fun,fun
35,Romania,Master (or equivalent),minimal anxiety,2,League of Legends,Male,3.0,unranked,1.0,Not Very True of me,PC,Multiplayer - online - with strangers,Belgium,None,15.0,Slightly dissatisfied,17,Employed,Fun,fun
